title,description,class
Elysium,"description: In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.; categories: Action,Drama,Sci-Fi",Pelicula
The Green Inferno,"description: A group of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished.; categories: Adventure,Horror",Pelicula
Godzilla,"description: The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.; categories: Action,Adventure,Sci-Fi",Pelicula
The Bourne Legacy,"description: An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.; categories: Action,Adventure,Mystery",Pelicula
A Good Year,"description: A British investment broker inherits his uncle's chateau and vineyard in Provence, where he spent much of his childhood. He discovers a new laid-back lifestyle as he tries to renovate the estate to be sold.; categories: Comedy,Drama,Romance",Pelicula
Friend Request,"description: When a college student unfriends a mysterious girl online, she finds herself fighting a demonic presence that wants to make her lonely by killing her closest friends.; categories: Horror,Thriller",Pelicula
Deja Vu,"description: After a ferry is bombed in New Orleans, an A.T.F. agent joins a unique investigation using experimental surveillance technology to find the bomber, but soon finds himself becoming obsessed with one of the victims.; categories: Action,Sci-Fi,Thriller",Pelicula
Lucy,"description: A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.; categories: Action,Sci-Fi,Thriller",Pelicula
A Quiet Passion,"description: The story of American poet Emily Dickinson from her early days as a young schoolgirl to her later years as a reclusive, unrecognized artist.; categories: Biography,Drama",Pelicula
Need for Speed,"description: Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.; categories: Action,Crime,Drama",Pelicula
Jack Reacher,"description: A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.; categories: Action,Crime,Mystery",Pelicula
The Do-Over,"description: Two down-on-their-luck guys decide to fake their own deaths and start over with new identities, only to find the people they're pretending to be are in even deeper trouble.; categories: Action,Adventure,Comedy",Pelicula
True Crimes,"description: A murder investigation of a slain business man turns to clues found in an author's book about an eerily similar crime. Based on the 2008 article ""True Crimes - A postmodern murder mystery"" by David Grann.; categories: Crime,Drama,Thriller",Pelicula
American Pastoral,"description: An All-American college star and his beauty queen wife watch their seemingly perfect life fall apart as their daughter joins the turmoil of '60s America.; categories: Crime,Drama",Pelicula
The Ghost Writer,"description: A ghostwriter hired to complete the memoirs of a former British prime minister uncovers secrets that put his own life in jeopardy.; categories: Mystery,Thriller",Pelicula
Limitless,"description: With the help of a mysterious pill that enables the user to access 100 percent of his brain abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with lots of dangers.; categories: Mystery,Sci-Fi,Thriller",Pelicula
Spectral,"description: A sci-fi/thriller story centered on a special-ops team that is dispatched to fight supernatural beings.; categories: Action,Mystery,Sci-Fi",Pelicula
P.S. I Love You,"description: A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.; categories: Drama,Romance",Pelicula
Zipper,"description: A successful family man with a blossoming political career loses all sense of morality when he becomes addicted to using an escort agency.; categories: Drama,Thriller",Pelicula
Midnight Special,"description: A father and son go on the run, pursued by the government and a cult drawn to the child's special powers.; categories: Drama,Mystery,Sci-Fi",Pelicula
Don't Think Twice,"description: When a member of a popular New York City improv troupe gets a huge break, the rest of the group - all best friends - start to realize that not everyone is going to make it after all.; categories: Comedy,Drama",Pelicula
Alice in Wonderland,"description: Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.; categories: Adventure,Family,Fantasy",Pelicula
Chuck,"description: A drama inspired by the life of heavyweight boxer Chuck Wepner.; categories: Biography,Drama,Sport",Pelicula
"I, Daniel Blake","description: After having suffered a heart-attack, a 59-year-old carpenter must fight the bureaucratic forces of the system in order to receive Employment and Support Allowance.; categories: Drama",Pelicula
The Break-Up,"description: In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment.; categories: Comedy,Drama,Romance",Pelicula
Loving,"description: The story of Richard and Mildred Loving, a couple whose arrest for interracial marriage in 1960s Virginia began a legal battle that would end with the Supreme Court's historic 1967 decision.; categories: Biography,Drama,Romance",Pelicula
Fantastic Four,"description: Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.; categories: Action,Adventure,Sci-Fi",Pelicula
The Survivalist,"description: In a time of starvation, a survivalist lives off a small plot of land hidden deep in forest. When two women seeking food and shelter discover his farm, he finds his existence threatened.; categories: Drama,Sci-Fi,Thriller",Pelicula
Colonia,"description: A young woman's desperate search for her abducted boyfriend that draws her into the infamous Colonia Dignidad, a sect nobody has ever escaped from.; categories: Drama,Romance,Thriller",Pelicula
The Boy Next Door,"description: A woman, separated from her unfaithful husband, falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.; categories: Mystery,Thriller",Pelicula
The Gift,"description: A young married couple's lives are thrown into a harrowing tailspin when an acquaintance from the husband's past brings mysterious gifts and a horrifying secret to light after more than 20 years.; categories: Mystery,Thriller",Pelicula
Dracula Untold,"description: As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom.; categories: Action,Drama,Fantasy",Pelicula
In the Heart of the Sea,"description: A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick.; categories: Action,Adventure,Biography",Pelicula
Idiocracy,"description: Private Joe Bauers, the definition of ""average American"", is selected by the Pentagon to be the guinea pig for a top-secret hibernation program. Forgotten, he awakes five centuries in the future. He discovers a society so incredibly dumbed down that he's easily the most intelligent person alive.; categories: Adventure,Comedy,Sci-Fi",Pelicula
The Expendables,"description: A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.; categories: Action,Adventure,Thriller",Pelicula
Evil Dead,"description: Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods.; categories: Fantasy,Horror",Pelicula
Sinister,"description: Washed-up true-crime writer Ellison Oswalt finds a box of super 8 home movies that suggest the murder he is currently researching is the work of a serial killer whose work dates back to the 1960s.; categories: Horror,Mystery",Pelicula
Wreck-It Ralph,"description: A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.; categories: Animation,Adventure,Comedy",Pelicula
Snow White and the Huntsman,"description: In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.; categories: Action,Adventure,Drama",Pelicula
Pan,"description: 12-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny -- to become the hero who will be forever known as Peter Pan.; categories: Adventure,Family,Fantasy",Pelicula
Transformers: Dark of the Moon,"description: The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.; categories: Action,Adventure,Sci-Fi",Pelicula
Juno,"description: Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.; categories: Comedy,Drama",Pelicula
A Hologram for the King,"description: A failed American sales rep looks to recoup his losses by traveling to Saudi Arabia and selling his company's product to a wealthy monarch.; categories: Comedy,Drama",Pelicula
Money Monster,"description: Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.; categories: Crime,Drama,Thriller",Pelicula
The Other Woman,"description: After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.; categories: Comedy,Romance",Pelicula
Enchanted,"description: A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil queen, where she falls in love with a lawyer.; categories: Animation,Comedy,Family",Pelicula
The Intern,"description: 70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.; categories: Comedy,Drama",Pelicula
Little Miss Sunshine,"description: A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.; categories: Comedy,Drama",Pelicula
Bleed for This,"description: The inspirational story of World Champion Boxer Vinny Pazienza who, after a near fatal car crash which left him not knowing if he'd ever walk again, made one of sport's most incredible comebacks.; categories: Biography,Drama,Sport",Pelicula
Clash of the Titans,"description: Perseus demigod, son of Zeus, battles the minions of the underworld to stop them from conquering heaven and earth.; categories: Action,Adventure,Fantasy",Pelicula
The Finest Hours,"description: The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.; categories: Action,Drama,History",Pelicula
Tron,"description: The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.; categories: Action,Adventure,Sci-Fi",Pelicula
The Hunger Games: Catching Fire,"description: Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.; categories: Action,Adventure,Mystery",Pelicula
All Good Things,"description: Mr. David Marks was suspected but never tried for killing his wife Katie who disappeared in 1982, but the truth is eventually revealed.; categories: Crime,Drama,Mystery",Pelicula
Kickboxer: Vengeance,description: A kick boxer is out to avenge his brother.; categories: Action,Pelicula
The Last Airbender,"description: Follows the adventures of Aang, a young successor to a long line of Avatars, who must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom.; categories: Action,Adventure,Family",Pelicula
Sex Tape,"description: A married couple wake up to discover that the sex tape they made the evening before has gone missing, leading to a frantic search for its whereabouts.; categories: Comedy,Romance",Pelicula
What to Expect When You're Expecting,"description: Follows the lives of five interconnected couples as they experience the thrills and surprises of having a baby, and realize that no matter what you plan for, life does not always deliver what is expected.; categories: Comedy,Drama,Romance",Pelicula
Moneyball,"description: Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.; categories: Biography,Drama,Sport",Pelicula
Ghost Rider,"description: Stunt motorcyclist Johnny Blaze gives up his soul to become a hellblazing vigilante, to fight against power hungry Blackheart, the son of the devil himself.; categories: Action,Fantasy,Thriller",Pelicula
Unbroken,"description: After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.; categories: Biography,Drama,Sport",Pelicula
Immortals,"description: Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.; categories: Action,Drama,Fantasy",Pelicula
Sunshine,"description: A team of international astronauts are sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057.; categories: Adventure,Sci-Fi,Thriller",Pelicula
Brave,"description: Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.; categories: Animation,Adventure,Comedy",Pelicula
Män som hatar kvinnor,"description: A journalist is aided in his search for a woman who has been missing -- or dead -- for forty years by a young female hacker.; categories: Drama,Mystery,Thriller",Pelicula
Adoration,"description: A pair of childhood friends and neighbors fall for each other's sons.; categories: Drama,Romance",Pelicula
The Drop,"description: Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.; categories: Crime,Drama,Mystery",Pelicula
She's the Man,"description: When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for one of his soccer teammates, and soon learns she's not the only one with romantic troubles.; categories: Comedy,Romance,Sport",Pelicula
Daddy's Home,"description: Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns.; categories: Comedy,Family",Pelicula
Let Me In,"description: A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.; categories: Drama,Horror,Mystery",Pelicula
Never Back Down,"description: A frustrated and conflicted teenager arrives at a new high school to discover an underground fight club and meet a classmate who begins to coerce him into fighting.; categories: Action,Drama,Sport",Pelicula
Grimsby,"description: A new assignment forces a top spy to team up with his football hooligan brother.; categories: Action,Adventure,Comedy",Pelicula
Moon,"description: Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.; categories: Drama,Mystery,Sci-Fi",Pelicula
Megamind,"description: The supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.; categories: Animation,Action,Comedy",Pelicula
Gangster Squad,"description: It's 1949 Los Angeles, the city is run by gangsters and a malicious mobster, Mickey Cohen. Determined to end the corruption, John O'Mara assembles a team of cops, ready to take down the ruthless leader and restore peace to the city.; categories: Action,Crime,Drama",Pelicula
Blood Father,"description: An ex-con reunites with his estranged wayward 17-year old daughter to protect her from drug dealers who are trying to kill her.; categories: Action,Crime,Drama",Pelicula
He's Just Not That Into You,"description: The Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.; categories: Comedy,Drama,Romance",Pelicula
Kung Fu Panda 3,"description: Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.; categories: Animation,Action,Adventure",Pelicula
The Rise of the Krays,"description: Two brothers unleash a psychotic reign of terror on their journey to build an empire of unprecedented power in the British Mafia.; categories: Crime,Drama",Pelicula
Handsome Devil,description: Ned and Conor are forced to share a bedroom at their boarding school. The loner and the star athlete at this rugby-mad school form an unlikely friendship until it's tested by the authorities.; categories: Drama,Pelicula
Winter's Bone,description: An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.; categories: Drama,Pelicula
Horrible Bosses,"description: Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.; categories: Comedy,Crime",Pelicula
Mommy,"description: A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.; categories: Drama",Pelicula
Hellboy II: The Golden Army,"description: The mythical world starts a rebellion against humanity in order to rule the Earth, so Hellboy and his team must save the world from the rebellious creatures.; categories: Action,Adventure,Fantasy",Pelicula
Beautiful Creatures,"description: Ethan longs to escape his small Southern town. He meets a mysterious new girl, Lena. Together, they uncover dark secrets about their respective families, their history and their town.; categories: Drama,Fantasy,Romance",Pelicula
Toni Erdmann,"description: A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.; categories: Comedy,Drama",Pelicula
The Lovely Bones,"description: Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.; categories: Drama,Fantasy,Thriller",Pelicula
The Assassination of Jesse James by the Coward Robert Ford,"description: Robert Ford, who's idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.; categories: Biography,Crime,Drama",Pelicula
Don Jon,"description: A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.; categories: Comedy,Drama,Romance",Pelicula
Bastille Day,"description: A young con artist and an unruly CIA agent embark on an anti-terrorist mission in France.; categories: Action,Crime,Drama",Pelicula
2307: Winter's Dream,"description: In 2307, a future soldier is sent on a mission to hunt down the leader of the humanoid rebellion.; categories: Sci-Fi",Pelicula
Free State of Jones,"description: A disillusioned Confederate army deserter returns to Mississippi and leads a militia of fellow deserters, runaway slaves, and women in an uprising against the corrupt local Confederate government.; categories: Action,Biography,Drama",Pelicula
Mr. Right,"description: A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.; categories: Action,Comedy,Romance",Pelicula
The Secret Life of Walter Mitty,"description: When his job along with that of his co-worker are threatened, Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined.; categories: Adventure,Comedy,Drama",Pelicula
Dope,"description: Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.; categories: Comedy,Crime,Drama",Pelicula
Underworld Awakening,"description: When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.; categories: Action,Fantasy,Horror",Pelicula
Antichrist,"description: A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.; categories: Drama,Horror",Pelicula
Friday the 13th,"description: A group of young adults discover a boarded up Camp Crystal Lake, where they soon encounter Jason Voorhees and his deadly intentions.; categories: Horror",Pelicula
Taken 3,"description: Ex-government operative Bryan Mills is accused of a ruthless murder he never committed or witnessed. As he is tracked and pursued, Mills brings out his particular set of skills to find the true killer and clear his name.; categories: Action,Thriller",Pelicula
Total Recall,"description: A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.; categories: Action,Adventure,Mystery",Pelicula
X-Men: The Last Stand,"description: When a cure is found to treat mutations, lines are drawn amongst the X-Men, led by Professor Charles Xavier, and the Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.; categories: Action,Adventure,Fantasy",Pelicula
The Escort,"description: Desperate for a good story, a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute.; categories: Comedy,Drama,Romance",Pelicula
The Whole Truth,"description: A defense attorney works to get his teenage client acquitted of murdering his wealthy father.; categories: Crime,Drama,Mystery",Pelicula
Night at the Museum: Secret of the Tomb,"description: Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.; categories: Adventure,Comedy,Family",Pelicula
Love & Other Drugs,"description: A young woman suffering from Parkinson's befriends a drug rep working for Pfizer in 1990s Pittsburgh.; categories: Comedy,Drama,Romance",Pelicula
The Interview,"description: Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.; categories: Comedy",Pelicula
The Host,"description: A monster emerges from Seoul's Han River and focuses its attention on attacking people. One victim's loving family does what it can to rescue her from its clutches.; categories: Comedy,Drama,Horror",Pelicula
Megan Is Missing,"description: Two teenage girls encounter an Internet child predator.; categories: Drama,Horror,Thriller",Pelicula
WALL-E,"description: In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.; categories: Animation,Adventure,Family",Pelicula
Knocked Up,"description: For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.; categories: Comedy,Romance",Pelicula
Source Code,"description: A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train. A mission he has only 8 minutes to complete.; categories: Mystery,Romance,Sci-Fi",Pelicula
Lawless,"description: Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits.; categories: Crime,Drama",Pelicula
Unfriended,"description: A group of online chat room friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend.; categories: Drama,Horror,Mystery",Pelicula
American Reunion,"description: Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion.; categories: Comedy",Pelicula
The Pursuit of Happyness,"description: A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.; categories: Biography,Drama",Pelicula
Relatos salvajes,"description: Six short stories that explore the extremities of human behavior involving people in distress.; categories: Comedy,Drama,Thriller",Pelicula
The Ridiculous 6,"description: An outlaw who was raised by Native Americans discovers that he has five half-brothers; together the men go on a mission to find their wayward, deadbeat dad.; categories: Comedy,Western",Pelicula
Frantz,"description: In the aftermath of WWI, a young German who grieves the death of her fiancé in France meets a mysterious Frenchman who visits the fiancé's grave to lay flowers.; categories: Drama,History,War",Pelicula
Viral,"description: Following the outbreak of a virus that wipes out the majority of the human population, a young woman documents her family's new life in quarantine and tries to protect her infected sister.; categories: Drama,Horror,Sci-Fi",Pelicula
Gran Torino,"description: Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.; categories: Drama",Pelicula
Burnt,"description: Adam Jones (Bradley Cooper) is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.; categories: Comedy,Drama",Pelicula
Tall Men,"description: A challenged man is stalked by tall phantoms in business suits after he purchases a car with a mysterious black credit card.; categories: Fantasy,Horror,Thriller",Pelicula
Sleeping Beauty,"description: A haunting portrait of Lucy, a young university student drawn into a mysterious hidden world of unspoken desires.; categories: Drama,Romance",Pelicula
Vampire Academy,"description: Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi.; categories: Action,Comedy,Fantasy",Pelicula
Sweeney Todd: The Demon Barber of Fleet Street,"description: The infamous story of Benjamin Barker, a.k.a. Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.; categories: Drama,Horror,Musical",Pelicula
Solace,"description: A psychic works with the FBI in order to hunt down a serial killer.; categories: Crime,Drama,Mystery",Pelicula
Insidious,"description: A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.; categories: Horror,Mystery,Thriller",Pelicula
Popstar: Never Stop Never Stopping,"description: When it becomes clear that his solo album is a failure, a former boy band member does everything in his power to maintain his celebrity status.; categories: Comedy,Music",Pelicula
The Levelling,"description: Somerset, October 2014. When Clover Catto (Ellie Kendrick) receives a call telling her that her younger brother Harry (Joe Blakemore) is dead, she must return to her family farm and face ... See full summary »; categories: Drama",Pelicula
Public Enemies,"description: The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.; categories: Biography,Crime,Drama",Pelicula
Boyhood,"description: The life of Mason, from early childhood to his arrival at college.; categories: Drama",Pelicula
Teenage Mutant Ninja Turtles,"description: When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.; categories: Action,Adventure,Comedy",Pelicula
Eastern Promises,"description: A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.; categories: Crime,Drama,Mystery",Pelicula
The Daughter,"description: The story follows a man who returns home to discover a long-buried family secret, and whose attempts to put things right threaten the lives of those he left home years before.; categories: Drama",Pelicula
Pineapple Express,"description: A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.; categories: Action,Comedy,Crime",Pelicula
The First Time,"description: A shy senior and a down-to-earth junior fall in love over one weekend.; categories: Comedy,Drama,Romance",Pelicula
Gone Baby Gone,"description: Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.; categories: Crime,Drama,Mystery",Pelicula
The Heat,"description: An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.; categories: Action,Comedy,Crime",Pelicula
L'avenir,"description: A philosophy teacher soldiers through the death of her mother, getting fired from her job, and dealing with a husband who is cheating on her.; categories: Drama",Pelicula
Anna Karenina,"description: In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.; categories: Drama,Romance",Pelicula
Regression,"description: A detective and a psychoanalyst uncover evidence of a satanic cult while investigating the rape of a young woman.; categories: Crime,Drama,Mystery",Pelicula
Ted 2,"description: Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.; categories: Adventure,Comedy,Romance",Pelicula
Pain & Gain,"description: A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.; categories: Comedy,Crime,Drama",Pelicula
Blood Diamond,"description: A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.; categories: Adventure,Drama,Thriller",Pelicula
Devil's Knot,"description: The savage murders of three young children sparks a controversial trial of three teenagers accused of killing the kids as part of a satanic ritual.; categories: Biography,Crime,Drama",Pelicula
Child 44,"description: A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.; categories: Crime,Drama,Thriller",Pelicula
The Hurt Locker,"description: During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.; categories: Drama,History,Thriller",Pelicula
Green Lantern,"description: Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.; categories: Action,Adventure,Sci-Fi",Pelicula
War on Everyone,"description: Two corrupt cops set out to blackmail and frame every criminal unfortunate enough to cross their path. Events, however, are complicated by the arrival of someone who appears to be even more dangerous than they are.; categories: Action,Comedy",Pelicula
The Mist,"description: A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.; categories: Horror",Pelicula
Escape Plan,"description: When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.; categories: Action,Crime,Mystery",Pelicula
"Love, Rosie","description: Rosie and Alex have been best friends since they were 5, so they couldn't possibly be right for one another...or could they? When it comes to love, life and making the right choices, these two are their own worst enemies.; categories: Comedy,Romance",Pelicula
The DUFF,"description: A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.; categories: Comedy",Pelicula
The Age of Shadows,"description: Japanese agents close in as members of the Korean resistance plan an attack in 1920's Seoul.; categories: Action,Drama,Thriller",Pelicula
The Hunger Games: Mockingjay - Part 1,"description: Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.; categories: Action,Adventure,Sci-Fi",Pelicula
We Need to Talk About Kevin,"description: Kevin's mother struggles to love her strange child, despite the increasingly vicious things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.; categories: Drama,Mystery,Thriller",Pelicula
Love & Friendship,"description: Lady Susan Vernon takes up temporary residence at her in-laws' estate and, while there, is determined to be a matchmaker for her daughter Frederica -- and herself too, naturally.; categories: Comedy,Drama,Romance",Pelicula
The Mortal Instruments: City of Bones,"description: When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World.; categories: Action,Fantasy,Horror",Pelicula
Seven Pounds,"description: A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.; categories: Drama,Romance",Pelicula
The King's Speech,"description: The story of King George VI of the United Kingdom of Great Britain and Northern Ireland, his impromptu ascension to the throne and the speech therapist who helped the unsure monarch become worthy of it.; categories: Biography,Drama",Pelicula
Hunger,"description: Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.; categories: Biography,Drama",Pelicula
Jumper,"description: A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.; categories: Action,Adventure,Sci-Fi",Pelicula
Toy Story 3,"description: The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.; categories: Animation,Adventure,Comedy",Pelicula
Tinker Tailor Soldier Spy,"description: In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet agent within MI6.; categories: Drama,Mystery,Thriller",Pelicula
Resident Evil: Retribution,"description: Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.; categories: Action,Horror,Sci-Fi",Pelicula
